Land,Year,Series,Value
Sweden,2017,Forest cover (thousand hectares),28073
Sweden,2017,Arable land (% of total land area),6.2925
Sweden,2017,Permanent crops (% of total land area),0.0123
Sweden,2017,Forest cover (% of total land area),68.9229
Sweden,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),58.7451
Sweden,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),59.0259
Switzerland,2005,Land area (thousand hectares),3951.8
Switzerland,2005,Arable land (thousand hectares),406.2
Switzerland,2005,Permanent crops (thousand hectares),23.4
Switzerland,2005,Forest cover (thousand hectares),1217
Switzerland,2005,Arable land (% of total land area),10.2789
Switzerland,2005,Permanent crops (% of total land area),0.5921
Switzerland,2005,Forest cover (% of total land area),30.7961
Switzerland,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),28.7447
Switzerland,2010,Land area (thousand hectares),3951.6
Switzerland,2010,Arable land (thousand hectares),404.5
Switzerland,2010,Permanent crops (thousand hectares),24
Switzerland,2010,Forest cover (thousand hectares),1235
Switzerland,2010,Arable land (% of total land area),10.2364
Switzerland,2010,Permanent crops (% of total land area),0.6073
Switzerland,2010,Forest cover (% of total land area),31.2532
Switzerland,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),35.2919
Switzerland,2017,Land area (thousand hectares),3951.603
Switzerland,2017,Arable land (thousand hectares),398.184
Switzerland,2017,Permanent crops (thousand hectares),24.9045
Switzerland,2017,Forest cover (thousand hectares),1254
Switzerland,2017,Arable land (% of total land area),10.0765
Switzerland,2017,Permanent crops (% of total land area),0.6302
Switzerland,2017,Forest cover (% of total land area),31.734
Switzerland,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),35.4815
Switzerland,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),35.4815
Syrian Arab Republic,2005,Land area (thousand hectares),18357
Syrian Arab Republic,2005,Arable land (thousand hectares),4675
Syrian Arab Republic,2005,Permanent crops (thousand hectares),887
Syrian Arab Republic,2005,Forest cover (thousand hectares),461
Syrian Arab Republic,2005,Arable land (% of total land area),25.4671
Syrian Arab Republic,2005,Permanent crops (% of total land area),4.8319
Syrian Arab Republic,2005,Forest cover (% of total land area),2.5113
Syrian Arab Republic,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0
Syrian Arab Republic,2010,Land area (thousand hectares),18363
Syrian Arab Republic,2010,Arable land (thousand hectares),4687
Syrian Arab Republic,2010,Permanent crops (thousand hectares),1009
Syrian Arab Republic,2010,Forest cover (thousand hectares),491
Syrian Arab Republic,2010,Arable land (% of total land area),25.5242
Syrian Arab Republic,2010,Permanent crops (% of total land area),5.4947
Syrian Arab Republic,2010,Forest cover (% of total land area),2.6739
Syrian Arab Republic,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0
Syrian Arab Republic,2017,Land area (thousand hectares),18363
Syrian Arab Republic,2017,Arable land (thousand hectares),4662
Syrian Arab Republic,2017,Permanent crops (thousand hectares),1071
Syrian Arab Republic,2017,Forest cover (thousand hectares),491
Syrian Arab Republic,2017,Arable land (% of total land area),25.388
Syrian Arab Republic,2017,Permanent crops (% of total land area),5.8324
Syrian Arab Republic,2017,Forest cover (% of total land area),2.6739
Syrian Arab Republic,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),0
Syrian Arab Republic,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),0
Tajikistan,2005,Land area (thousand hectares),13996
Tajikistan,2005,Arable land (thousand hectares),757
Tajikistan,2005,Permanent crops (thousand hectares),117
Tajikistan,2005,Forest cover (thousand hectares),410
Tajikistan,2005,Arable land (% of total land area),5.4087
Tajikistan,2005,Permanent crops (% of total land area),0.836
Tajikistan,2005,Forest cover (% of total land area),2.9294
Tajikistan,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),15.7687
Tajikistan,2010,Land area (thousand hectares),13996
Tajikistan,2010,Arable land (thousand hectares),746.9
Tajikistan,2010,Permanent crops (thousand hectares),133.8
Tajikistan,2010,Forest cover (thousand hectares),410
Tajikistan,2010,Arable land (% of total land area),5.3365
Tajikistan,2010,Permanent crops (% of total land area),0.956
Tajikistan,2010,Forest cover (% of total land area),2.9294
Tajikistan,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),15.7687
Tajikistan,2017,Land area (thousand hectares),13879
Tajikistan,2017,Arable land (thousand hectares),719.7
Tajikistan,2017,Permanent crops (thousand hectares),148
Tajikistan,2017,Forest cover (thousand hectares),412
Tajikistan,2017,Arable land (% of total land area),5.1855
Tajikistan,2017,Permanent crops (% of total land area),1.0664
Tajikistan,2017,Forest cover (% of total land area),2.9685
Tajikistan,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),16.809
Tajikistan,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),16.809
Thailand,2005,Land area (thousand hectares),51089
Thailand,2005,Arable land (thousand hectares),15200
Thailand,2005,Permanent crops (thousand hectares),3610
Thailand,2005,Forest cover (thousand hectares),16100
Thailand,2005,Arable land (% of total land area),29.752
Thailand,2005,Permanent crops (% of total land area),7.0661
Thailand,2005,Forest cover (% of total land area),31.5136
Thailand,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),67.0064
Thailand,2010,Land area (thousand hectares),51089
Thailand,2010,Arable land (thousand hectares),15760
Thailand,2010,Permanent crops (thousand hectares),4500
Thailand,2010,Forest cover (thousand hectares),16249
Thailand,2010,Arable land (% of total land area),30.8481
Thailand,2010,Permanent crops (% of total land area),8.8082
Thailand,2010,Forest cover (% of total land area),31.8053
Thailand,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),70.734
Thailand,2017,Land area (thousand hectares),51089
Thailand,2017,Arable land (thousand hectares),16810
Thailand,2017,Permanent crops (thousand hectares),4500
Thailand,2017,Forest cover (thousand hectares),16399
Thailand,2017,Arable land (% of total land area),32.9034
Thailand,2017,Permanent crops (% of total land area),8.8082
Thailand,2017,Forest cover (% of total land area),32.0989
Thailand,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),70.734
Thailand,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),70.734
Timor-Leste,2005,Land area (thousand hectares),1487
Timor-Leste,2005,Arable land (thousand hectares),170
Timor-Leste,2005,Permanent crops (thousand hectares),65
Timor-Leste,2005,Forest cover (thousand hectares),798
Timor-Leste,2005,Arable land (% of total land area),11.4324
Timor-Leste,2005,Permanent crops (% of total land area),4.3712
Timor-Leste,2005,Forest cover (% of total land area),53.6651
Timor-Leste,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),14.4622
Timor-Leste,2010,Land area (thousand hectares),1487
Timor-Leste,2010,Arable land (thousand hectares),150
Timor-Leste,2010,Permanent crops (thousand hectares),72
Timor-Leste,2010,Forest cover (thousand hectares),742
Timor-Leste,2010,Arable land (% of total land area),10.0874
Timor-Leste,2010,Permanent crops (% of total land area),4.842
Timor-Leste,2010,Forest cover (% of total land area),49.8991
Timor-Leste,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),34.0138
Timor-Leste,2017,Land area (thousand hectares),1487
Timor-Leste,2017,Arable land (thousand hectares),155
Timor-Leste,2017,Permanent crops (thousand hectares),75
Timor-Leste,2017,Forest cover (thousand hectares),686
Timor-Leste,2017,Arable land (% of total land area),10.4237
Timor-Leste,2017,Permanent crops (% of total land area),5.0437
Timor-Leste,2017,Forest cover (% of total land area),46.1332
Timor-Leste,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),39.4883
Timor-Leste,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),39.4883
Togo,2005,Land area (thousand hectares),5439
Togo,2005,Arable land (thousand hectares),2100
Togo,2005,Permanent crops (thousand hectares),150
Togo,2005,Forest cover (thousand hectares),386
Togo,2005,Arable land (% of total land area),38.61
Togo,2005,Permanent crops (% of total land area),2.7579
Togo,2005,Forest cover (% of total land area),7.0969
Togo,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),75.003
Togo,2010,Land area (thousand hectares),5439
Togo,2010,Arable land (thousand hectares),2460
Togo,2010,Permanent crops (thousand hectares),205
Togo,2010,Forest cover (thousand hectares),287
Togo,2010,Arable land (% of total land area),45.2289
Togo,2010,Permanent crops (% of total land area),3.7691
Togo,2010,Forest cover (% of total land area),5.2767
Togo,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),75.003
Togo,2017,Land area (thousand hectares),5439
Togo,2017,Arable land (thousand hectares),2650
Togo,2017,Permanent crops (thousand hectares),170
Togo,2017,Forest cover (thousand hectares),188
Togo,2017,Arable land (% of total land area),48.7222
Togo,2017,Permanent crops (% of total land area),3.1256
Togo,2017,Forest cover (% of total land area),3.4565
Togo,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),75.003
Togo,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),75.003
Tokelau,2005,Land area (thousand hectares),1
Tokelau,2005,Permanent crops (thousand hectares),0.6
Tokelau,2005,Forest cover (thousand hectares),0
Tokelau,2005,Permanent crops (% of total land area),60
Tokelau,2005,Forest cover (% of total land area),0
Tokelau,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0
Tokelau,2010,Land area (thousand hectares),1
Tokelau,2010,Permanent crops (thousand hectares),0.6
Tokelau,2010,Forest cover (thousand hectares),0
Tokelau,2010,Permanent crops (% of total land area),60
Tokelau,2010,Forest cover (% of total land area),0
Tokelau,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0
Tokelau,2017,Land area (thousand hectares),1
Tokelau,2017,Permanent crops (thousand hectares),0.6
Tokelau,2017,Forest cover (thousand hectares),0
Tokelau,2017,Permanent crops (% of total land area),60
Tokelau,2017,Forest cover (% of total land area),0
Tokelau,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),0
Tokelau,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),0
Tonga,2005,Land area (thousand hectares),72
Tonga,2005,Arable land (thousand hectares),15
Tonga,2005,Permanent crops (thousand hectares),11
Tonga,2005,Forest cover (thousand hectares),9
Tonga,2005,Arable land (% of total land area),20.8333
Tonga,2005,Permanent crops (% of total land area),15.2778
Tonga,2005,Forest cover (% of total land area),12.5
Tonga,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),25.1234
Tonga,2010,Land area (thousand hectares),72
Tonga,2010,Arable land (thousand hectares),17
Tonga,2010,Permanent crops (thousand hectares),11
Tonga,2010,Forest cover (thousand hectares),9
Tonga,2010,Arable land (% of total land area),23.6111
Tonga,2010,Permanent crops (% of total land area),15.2778
Tonga,2010,Forest cover (% of total land area),12.5
Tonga,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),26.0737
Tonga,2017,Land area (thousand hectares),72
Tonga,2017,Arable land (thousand hectares),18
Tonga,2017,Permanent crops (thousand hectares),11
